training_ents,volume,line,text,title,imprint,author,pub_date,pub_place,ht_bib_key,oclc_num,isbn,lccn,from_library,digitized_by,ht_catalog_url,ht_handle,,,,,,,,,,
"the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Bush Foundation || Dayton's, Mervyn's, and Target stores through the Dayton Hudson Foundation || the McKnight Foundation || the College of St. Benedict || the Jerome Foundation",uc1.32106012325707,12,"Women Reclaim Poetry EDITED BY MOLLY MCQUADE Graywolf Press Saint Paul, Minnesota EY, UC Santa Cruz Copyright © 2000 by Graywolf Press Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board through an appropriation by the Minnesota State Legislature, and by a grant from the National Endowment for the Arts. Significant support has also been pro- vided by the Bush Foundation; Dayton's, Mervyn's, and Target stores through the Dayton Hudson Foundation; the McKnight Foundation; and other generous contribu- tions from foundations, corporations, and individuals. To these organizations and indi- viduals we offer our heartfelt thanks. This book is made possible in part through a special partnership with the College of St. Benedict. Additional funding for this title was provided by the Jerome Foundation. The author would like to thank the Pew Charitable Trusts, the New York Foundation for the Arts, the MacDowell Colony, and the Wesleyan Writers Conference for assis- tance and support in this work. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org Published in the United States of America",By herself : women reclaim poetry / edited by Molly McQuade,"Graywolf Press, 2000",,2000,mnu,7138704,43755369,"15,559,729,779,781,500,000,000",99067240,universityofcalifornia,google,https://catalog.hathitrust.org/Record/7138704,https://hdl.handle.net/2027/uc1.32106012325707,,,,,,,,,,
Z Press || the Minnesota State Arts Board || the Minnesota State Legislature || the Lila Wallace-Reader's Digest Liter- ary Publishers Marketing Development Program || the Council of Literary Magazines and Presses,mdp.39015032147889,11,"RON PADGETT, DAVID SHAPIRO, & PAUL VIOLI COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1994 GRAD E48 Callgr Copyright ©1994 by the estate of Joseph Ceravolo Cover art by Nora L. Koch These works first appeared in the following: Fits of Dawn, C Press; Wild Flowers Out of Gas, Tibor De Nagy; Spring in This World of Poor Mutts, Columbia University Press; Transmigration Solo, Toothpaste Press; Millennium Dust, Kulchur; An Anthology of New York Poets, Ran- dom House; Locus Solus magazine; and Art and Literature magazine. The publishers regret any omissions and will gladly include unmen- tioned publications in future editions. The publishers would like to thank Z Press for assistance with this project. We would also like to thank the Minnesota State Arts Board for a general operating support grant through an appropriation by the Minnesota State Legislature. Major new marketing initiatives have been made possible by the Lila Wallace-Reader's Digest Liter- ary Publishers Marketing Development Program, funded through a grant to the Council of Literary Magazines and Presses. Coffee House Press books are available to the trade through our primary distributor, Consortium Book Sales & Distribution, 1045 Westgate Drive, Saint Paul, MN 55114. Our books are also available through all major library distributors and jobbers, and through most","The green lake is awake : selected poems / by Joseph Ceravolo ; editors, Larry Fagin ... [et al.].","Coffee House Press ; Distributor, Consortium Book Sales & Distribution, 1994.","Ceravolo, Joseph, 1934-",1994,mnu,2903586,29255778,"15,668,902,179,781,500,000,000",93023692,umich,google,https://catalog.hathitrust.org/Record/2903586,https://hdl.handle.net/2027/mdp.39015032147889,,,,,,,,,,
,inu.30000011854258,33,"ANA UNIVERSITY LIBRARIES ELOOMINGT 了 Copyright © 1986 by Graywolf Press The stories collected in this Graywolf Annual appeared previously in publications, as noted below. We gratefully acknowledge the cooperation of editors, agents and the authors. Susan Minot's ""The Navigator"" was first published in Grand Street. Reprinted by permission of Georges Borchardt, Inc., and the author. Copyright © 1985 by Susan Minot. Louise Erdrich's “The Beet Queen"" appeared in The Paris Review. Copyright © 1985 by Louise Erdrich. Alice Munro's “Walker Brothers Cowboy” was published in The Literary Review in 1985. It is part of her early collection Dance of the Happy Shades, republished in 1985 by Penguin Books. Copyright © 1968 by Alice Munro. Joy Williams's “Health” was first published in Tendril. Copyright © 1985 by Joy Williams. Alice Adams's “The Oasis” was published and syndicated by Fiction Network. Copyright © 1985 by Alice Adams. Jane Bowles's ""Señorita Córdoba” was published in The Threepenny Review. Copy- right © 1985 by Paul Bowles for the Estate of Jane Bowles. Laurie Colwin's ""Old Flames” was published in The New Yorker. Reprinted by permission of Candida Donadio and Associates, Inc. Copyright © 1985 by Laurie",The Graywolf annual.,"Graywolf Press, 1985-1993.",,1986,mnu,1537758,10666837,,86658048,iu,google,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000011854258,,,,,,,,,,
the National Endowment for the Arts || the Minnesota State Arts Board || the Bush Foundation,mdp.39015016968466,35,"THE NORTHERN WILDERNESS SAINT PAUL , 1989 828 H15340 A3 Copyright © 1977, 1978, 1979, 1980, 1981, 1982, 1983, 1986, 1989 by John Haines The essays collected in this book have appeared previously in the following publications: Alaska Airlines Magazine, Anchorage Daily News, Antaeus, Harper's, Homer News (Alaska), Ironwood, Kansas Quarterly, The Living Wilderness, Montana Review, Nature Conservancy News, New England Review, Permafrost, and ZYZZYVA. Also in previous books and chapbooks: Of Traps and Snares (1981), Other Days (1982), The Graywolf Annual Three (1986) and Stories We Listened To (1986). Publication of this work is made possible in part by grants from the National Endowment for the Arts, the Minnesota State Arts Board, by a special grant from the Bush Foundation, and by many other generous donations from individuals, foundations and corporations. Graywolf Press is a member agency of United Arts, Saint Paul. ISBN 1-55597-117-2 3 2 9 8 7 6 5 4 First printing, 1989 Library of Congress Cataloging-in-Publication Data","The stars, the snow, the fire : twenty-five years in the northern wilderness : a memoir / by John Haines.","Graywolf Press, 1989.","Haines, John, 1924-2011.",1989,mnu,1843454,18960580,"15,559,711,729,781,500,000,000",88037719,umich,google,https://catalog.hathitrust.org/Record/1843454,https://hdl.handle.net/2027/mdp.39015016968466,,,,,,,,,,
,"the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Bush Foundation || Dayton's, Mervyn's, and Target stores through the Dayton Hudson Foundation || the McKnight Foundation",mdp.39015049545570,17,"Fred Marchant Graywolf Press Saint Paul, Minnesota 828 M3178 fu Copyright © 2000 by Fred Marchant Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board through an appropriation by the Minnesota State Legislature, and by a grant from the National Endowment for the Arts. Significant support has also been provided by the Bush Foundation; Dayton's, Mervyn's, and Target stores through the Dayton Hudson Foundation; the McKnight Foundation, and other generous contributions from foundations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org Published in the United States of America ISBN 1-55597-311-6 2 4 6 8 9 7 5 3 1 First Graywolf Printing, 2000 Library of Congress Catalog Card Number: 00-101776 Excerpt from “A Legend"" from The Collected Poems 1931-1987 by Czesław",Full moon boat : poems / Fred Marchant.,"Graywolf Press, 2000.","Marchant, Fred.",2000,miu,4133120,45278892,"15,559,731,169,781,500,000,000",,umich,google,https://catalog.hathitrust.org/Record/4133120,https://hdl.handle.net/2027/mdp.39015049545570,,,,,,,,,
,the Star Tribune/Cowles Media Company || Liberty State Bank || the National Endowment for the Arts || the Tennant Company Foundation || the United Arts Fund,mdp.39015032974134,16,"Irish-American Writing Edited by Patricia Monaghan Many Minnesotas Project Number 7 New Rivers Press 1993 Copyright © 1993 by New Rivers Press N 56 8> Library of Congress Catalog Card Number 93-83973 ISBN 0-89823-150-7 All Rights Reserved Edited by Patricia Monaghan Editorial Assitance by Paul J. Hintz Cover artwork by Nick Lethert Book Design and Typesetting by Peregrine Publications The publication of The Next Parish Over: A Collection of Irish-American Writing has been made possible by a generous grant from the Star Tribune/Cowles Media Company. Additional support has been provided by Liberty State Bank, the National Endowment for the Arts (with funds appropriated by the Congress of the United States), the Tennant Company Foundation, and the contributing members of New Rivers Press. New Rivers Press is a member agency of the United Arts Fund. New Rivers Press books are distributed by: The Talman Company 131 Spring Street, Suite 201 E-N New York NY 10012",The next parish over : a collection of Irish-American writing / edited by Patricia Monaghan.,"New Rivers Press ; Distributed by The Talman Co., c1993.",,1993,mnu,2858337,29489728,"8,982,315,079,780,890,000,000",93083973,umich,google,https://catalog.hathitrust.org/Record/2858337,https://hdl.handle.net/2027/mdp.39015032974134,,,,,,,,,
,"the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Bush Foundation || Elmer L. & Eleanor J. Andersen Foundation || General Mills Foundation || Honeywell Foun- dation || James R.Thorpe Foundation || LilaWallace-Reader's Digest Fund || McKnight Foundation || Medtronic || The Pentair Foundation || Patrick and Aimee Butler Family Foundation || the law firm of Schwegman, Lundberg, Woessner & Kluth, P.A. || The St. Paul Companies Foundation, Inc. || Star Tribune Foundation || Target Foundation || West Group",mdp.39015049547774,24,"Write JCetter to (Billy a novel by Toby Olson // til COFFEE HOUSE PRESS copyright © 2000 byToby Olson cover photograph © Daniel Proctor/Photonica author photograph © Robert A. Lisak t)f A* Q I ty^tyj cover + book design Kelly Kofron and Linda S. Koutsky coffee house press is an independent nonprofit literary publisher sup- ported in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature, and in part by a grant from the National Endowment for the Arts. Significant support has also been provided by the Bush Foundation; Elmer L. & Eleanor J. Andersen Foundation; General Mills Foundation; Honeywell Foun- dation; James R.Thorpe Foundation; LilaWallace-Reader's Digest Fund; McKnight Foundation; Medtronic; The Pentair Foundation; Patrick and Aimee Butler Family Foundation; the law firm of Schwegman, Lundberg, Woessner & Kluth, P.A.;The St. Paul Companies Foundation, Inc.; Star Tribune Foundation; Target Foundation; West Group; and many individ- ual donors. To you and our many readers across the country, we send our thanks for your continuing support. coffee house press books are available to the trade through our primary distributor, Consortium Book Sales & Distribution, 1045 Westgate Drive, Saint Paul, Mn c c 114. For personal orders, catalogs, or other information,",Write letter to Billy : a novel / by Toby Olson.,"Coffee House Press ; Distributor, Consortium Book Sales & Distribution, c2000.","Olson, Toby.",2000,mnu,4134433,44425398,"15,668,910,359,781,500,000,000",43100,umich,google,https://catalog.hathitrust.org/Record/4134433,https://hdl.handle.net/2027/mdp.39015049547774,,,,,,,,,
,Penny and Mike Winton || the James R. Thorpe Foundation || the Elmer and Eleanor Andersen Foundation || Dayton Hudson Foundation for Dayton's and Target Stores || First Bank System Foundation || General Mills Foundation || Honeywell Foundation || The McKnight Foundation || Andrew W. Mellon Foundation || the Minnesota State Arts Board || the Minnesota State Legislature || the Literature and Challenge Programs of the National Endowment for the Arts || Northwest Area Foundation || I. A. O'Shaughnessy Foundation || Piper Jaffray Companies || Beverly J. and John A. Rollwagen Fund of the Minneapolis Foundation || Star Tribune/Cowles Media Foundation || Surdna Foundation || Lila Wallace-Reader's Digest Literary Publishers Marketing Development Program || the Council of Literary Magazines and Small Presses,mdp.39015029118679,8,"H V
Milkweed Editions, 430 First Avenue North, Suite 400, Minneapolis, MN 55401
© 1993, Milkweed Editions
Each author holds copyright to her/his essay
All rights reserved. Except for brief quotations in critical articles or reviews,
no part of this book may be reproduced in any manner without prior written
permission from the publisher.
Printed in the United States of America
Published in 1993 by Milkweed Editions
Designed by Don Leeper. Typeset in Adobe Garamond by Stanton Publication Services.
Printed on Sebago Antique paper by Areata Graphics.
97 96 95 94 93 5 4 3 2 1
Publication of this book is made possible in par t through the generosity of
Penny and Mike Winton and the James R. Thorpe Foundation.
Additional support for Milkweed Editions has been provided by the Elmer and Eleanor Andersen
Foundation; Dayton Hudson Foundation for Dayton's and Target Stores; First Bank System
Foundation; General Mills Foundation; Honeywell Foundation; The McKnight Foundation; Andrew
W. Mellon Foundation; the Minnesota State Arts Board through an appropriation by the Minnesota
State Legislature; the Literature and Challenge Programs of the National Endowment for the Arts;
Northwest Area Foundation; I. A. O'Shaughnessy Foundation; Piper Jaffray Companies;
Beverly J. and John A. Rollwagen Fund of the Minneapolis Foundation; Star Tribune/Cowles Media
Foundation; Surdna Foundation; Lila Wallace-Reader's Digest Literary Publishers Marketing
Development Program, funded through a grant to the Council of Literary Magazines
and Small Presses; and generous individuals.
Library of Congress Cataloging-in-Publication Data




Transforming a rape culture / edited by Emilie Buchwald, Pamela Fletcher, Martha Roth,
p. cm.
Includes bibliographical references and index.
ISBN 0-915943-06-9
1. Sexual harrassment of women. 2. Rape. 3. Women—Crimes against. I. Buchwald, Emilie.
II. Fletcher, Pamela. III. Roth, Martha.
HV6556.T73 1993 93-5693
306.7—dc20 CIP","Transforming a rape culture / edited by Emilie Buchwald, Pamela R. Fletcher, Martha Roth.","Milkweed Editions, 1993.",,1993,mnu,2784320,28549630,"9,159,430,699,780,910,000,000",93005693,umich,google,https://catalog.hathitrust.org/Record/2784320,https://hdl.handle.net/2027/mdp.39015029118679,,,,,,,,,
,"the Elmer L. and Eleanor J. Andersen Foundation || Target Stores, Dayton's, and Mervyn's by the Dayton Hudson Foundation || Wallace and Mary Lee Dayton || Doherty, Rumble, and Butler Foundation || General Mills Foundation || Honeywell Foundation || Jerome Foundation || The McKnight Foundation || Andrew W. Mellon Foundation || Minnesota State Arts Board || the Minnesota State Legislature || Challenge and Literature Programs of the National Endowment for the Arts || Kate and Stuart Nielsen || Lawrence and Elizabeth Ann O'Shaughnessy Charitable Income Trust in honor of Lawrence M. O'Shaughnessy || Piper Jaffray Companies, Inc. || Ritz Foundation || John and Beverly Rollwagen Fund of the Minneapolis Foundation || The St. Paul Companies, Inc. || Star Tribune/Cowles Media Foundation || James R. Thorpe Foundation",inu.30000068153612,71,"Literature for a Land Ethic woodcut by Betsy Bowen The text of this book is set in Trump Mediaeval. 98 99 00 01 5 4 3 2 First Edition Some of the material in this book was originally published in Travels in Canoe Country (Boston: Little, Brown and Company, 1992). Text copyright © 1992 by Paul Gruchow. Reprinted by permission of Bulfinch. 1 Milkweed Editions is a not-for-profit publisher. Special thanks to Reader's Legacy underwriters Elly and Sheldon Sturgis and Medora Woods. We also gratefully acknowledge support from the Elmer L. and Eleanor J. Andersen Foundation; Target Stores, Dayton's, and Mervyn's by the Dayton Hudson Foundation; Wallace and Mary Lee Dayton; Doherty, Rumble, and Butler Foundation; General Mills Foundation; Honeywell Foundation; Jerome Foundation; The McKnight Foundation; Andrew W. Mellon Foundation; Minnesota State Arts Board through an appropriation by the Minnesota State Legislature; Challenge and Literature Programs of the National Endowment for the Arts; Kate and Stuart Nielsen; Lawrence and Elizabeth Ann O'Shaughnessy Charitable Income Trust in honor of Lawrence M. O'Shaughnessy; Piper Jaffray Companies, Inc.; Ritz Foundation; John and Beverly Rollwagen Fund of the Minneapolis Foundation; The St. Paul Companies, Inc.; Star Tribune/Cowles Media Foundation; James R. Thorpe Foundation; and generous individuals. Library of Congress Cataloging-in-Publication Data 1 Gruchow, Paul.",Boundary waters : the grace of the wild / Paul Gruchow.,"Milkweed Editions ; Distributed by Publishers Group West, 1997.","Gruchow, Paul.",1997,mnu,7980094,36042466,"15,713,121,109,781,500,000,000",96052086,iu,google,https://catalog.hathitrust.org/Record/7980094,https://hdl.handle.net/2027/inu.30000068153612,,,,,,,,,
,,"Emilie and Henry Buchwald || the Bush Foundation || the Patrick and Aimee Butler Family Foundation || CarVal Investors || the Dougherty Family Foundation || the Ecolab Foundation || the General Mills Foundation || the Claire Giannini Fund || John and Joanne Gordon || William and Jeanne Grandy || the Jerome Foundation || Dorothy Kaplan Light and Ernest Light || Constance B. Kunin || Marshall BankFirst Corp. || Sanders and Tasha Marvin || the May Department Stores Company Foundation || the McKnight Foundation || the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the National Endowment for the Arts || the Navarre Corporation || Debbie Reynolds || the Starbucks Foundation || the St. Paul Travelers Foundation || Ellen and Sheldon Sturgis || the Target Foundation || the Gertrude Sexton Thompson Charitable Trust (George R. A. Johnson, Trustee) || the James R. Thorpe Foundation || the Toro Foundation || Moira and John Turner || United Parcel Service || Joanne and Phil Von Blon || Kathleen and Bill Wanner || Serene and Christopher Warren || the W. M. Foundation || the Xcel Energy Foundation",8,"Copyright © 1986, 1989, 1997, 2004, and 2008 by John Caddy
Copyright © 2008, Cover and interior art by RW Scholes
All rights reserved. Except for brief quotations in critical articles or reviews, no part of this book may be reproduced in
any manner without prior written permission from the publisher: Milkweed Editions, 1ou Washington Avenue South,
Suite zoo, Minneapolis, Minnesota 55415.
(800) 520-6455
www.milkweed.org
Published 2008 by Milkweed Editions
Printed in Canada
Cover design by Brad Norr
Cover art and interior design by RW Scholes
Author photo courtesy of Saint Paul Pioneer Press
The text of this book is set in Centaur Old Style
08 09 10 11 12 5 4 3 2 1
First Edition
Special funding for this book was provided by Audra Keller.
Milkweed Editions, a nonprofit publisher, gratefully acknowledges sustaining support from Anonymous: Emilie
and Henry Buchwald; the Bush Foundation; the Patrick and Aimee Butler Family Foundation; CarVal Investors; the
Dougherty Family Foundation; the Ecolab Foundation; the General Mills Foundation; the Claire Giannini Fund; John
and Joanne Gordon; William and Jeanne Grandy; the Jerome Foundation; Dorothy Kaplan Light and Ernest Light;
Constance B. Kunin; Marshall BankFirst Corp.; Sanders and Tasha Marvin; the May Department Stores Company
Foundation; the McKnight Foundation; a grant from the Minnesota State Arts Board, through an appropriation by the
Minnesota State Legislature, a grant from the National Endowment for the Arts, and private funders; an award from
the National Endowment for the Arts, which believes that a great nation deserves great art; the Navarre Corporation;
Debbie Reynolds; the Starbucks Foundation; the St. Paul Travelers Foundation; Ellen and Sheldon Sturgis; the Target
Foundation; the Gertrude Sexton Thompson Charitable Trust (George R. A. Johnson, Trustee); the James R. Thorpe
Foundation; the Toro Foundation; Moira and John Turner; United Parcel Service; Joanne and Phil Von Blon; Kathleen
and Bill Wanner: Serene and Christopher Warren; the W. M. Foundation; and the Xcel Energy Foundation.
Library of Congress Cataloging-in-Publication Data
Caddy, John.
With mouths open wide : new and selected poems / John Caddy.—Ist ed.
p. cm.
ISBN 978-1-57131-427-7 (pbk. : acid-free paper)
1. Title
PS3553.A313W58 2008
811'.54-0022
2007046471
CIP
Printed on acid-free, recycled (100 percent postconsumer waste) paper
NATIONAL
ENDOWMENT
FOR THE ARTS
MINNESOTA
STATE AKTI BOARD
A great nation
deserves great art",With mouths open wide : new & selected poems / John Caddy.,"Milkweed Editions, 2008.","Caddy, John.",2008,mnu,5699255,181072694,"157131427X,9781571314277",2007046471,umich,google,https://catalog.hathitrust.org/Record/5699255,https://hdl.handle.net/2027/mdp.39015074223523,,,,,,,,,
,the Minnesota State Arts Board || the Minnesota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || Marshall Field's Project Imagine with support from the Target Foundation || the McKnight Foundation,mdp.39015056679247,16,"DANIEL HAYES Graywolf Press SAINT PAUL, MINNESOTA 825 H41715 ki Copyright © 2003 by Daniel Hayes Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature; a grant from the Wells Fargo Foundation Minnesota; and a grant from the National Endowment for the Arts. Significant sup- port has also been provided by the Bush Foundation; Marshall Field's Project Imagine with support from the Target Foundation; the McKnight Foundation; and other generous contributions from foundations, corpora- tions, and individuals. To these organizations and individuals we offer our heartfelt thanks. Thanks to the magazines where the following stories in this collection first appeared: “Kissing You” and “What I Wanted Most of All,” in Massachusetts Review; “Twenty-Six Hours, Twenty-Five Minutes,” on www.nerve.com; ""Sweet Nothings,” in Epoch; and portions of “Anything but a Gentleman,"" in Los Angeles Times Magazine and Glimmer Train. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org",Kissing you : stories / Daniel Hayes.,"Graywolf Press, 2003.","Hayes, Daniel, 1955-",2003,mnu,4321494,52112994,"15,559,737,959,781,500,000,000",2002111716,umich,google,https://catalog.hathitrust.org/Record/4321494,https://hdl.handle.net/2027/mdp.39015056679247,,,,,,,,,
,the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Jerome Foundation || the Northwest Area Foundation || the Mellon Foundatio || the Lila Wallace/ Reader's Digest Fund || United Arts,mdp.39015029187567,24,"SHORT STORIES BY Patricia Henley GRA Y WOLF PRESS 828 H5135se Copyright © 1992 by Patricia Henley The stories in this book were originally published in the following periodicals, to whose editors grateful acknowledgment is made: Fiction '87, the Boston Globe Sunday Magazine, the Atlantic Cutbank, Sycamore Review, Ploughshares, Colorado Review, and Mississippi Valley Review. “Sid Ol' Kid,"" words and music by Bob Merrill, copyright © 1957 Golden Bell Songs, used by permission of Hal Leonard Publishing Corporation. The author wishes to thank K.R. and the Department of English at Purdue University for their support during the completion of this manuscript. Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature, and by a grant from the National Endowment for the Arts. Additional support has been provided by the Jerome Foundation, the Northwest Area Foundation, the Mellon Foundation, the Lila Wallace/ Reader's Digest Fund, and other generous contributions from foundations, corporations, and individuals. Graywolf Press is a member agency of United Arts, Saint Paul. To these organizations and individuals who make our work possible, we offer heartfelt thanks. Published by GRAYWOLF PRESS 2402 University Avenue, Suite 203",The secret of cartwheels : short stories / by Patricia Henley.,"Graywolf Press, c1992.","Henley, Patricia.",1992,mnu,2604288,25712232,"15,559,716,879,781,500,000,000",92014989,umich,google,https://catalog.hathitrust.org/Record/2604288,https://hdl.handle.net/2027/mdp.39015029187567,,,,,,,,,
,,mdp.39076000651674,19,"PORT TOWNSEND 1 9 8 5 PS 648 ,55 Copyright © 1985 The Graywolf Press 67 All rights reserved / 1985 Some of the stories collected in The Graywolf Annual appeared previously in publications, as noted below. We gratefully acknowledge the cooperation of editors, agents, and the authors. Daniel Menaker's “Brothers” was first published in Grand Street. Copyright © 1982 by Daniel Menaker. Alice Adams's “Time in Santa Fe” was published in Fiction Network (Issue 2). Copyright © 1983 by Alice Adams. Francis Phelan's “The Battle of Boiling Water"" appeared in The University of Windsor Review. The story is part of his novel, Four Ways of Computing Midnight, due in Spring, 1985, from Atheneum. Copyright © 1979 by Francis Phelan. Andre Dubus's “After the Game” was published in Fiction Network. Copyright © 1983 by Andre Dubus. Richard Ford's “Winterkill” appeared first in Esquire. Copyright © 1983 by Richard Ford. Elizabeth Cox's “A Sounding Brass” was published in Antaeus. Copyright",The Graywolf annual.,"Graywolf Press, 1985-1993.",,1985,mnu,1537758,10666837,,86658048,umich,google,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/mdp.39076000651674,,,,,,,,,
,The National Endowment for the Arts || the Dayton Hudson Foundation || Cowles Media/Star Tribune || United Arts,uc1.b4411736,14,"Some of these stories first appeared in the following magazines: New Directions Annual 42, Croton Review, Portland Review, Confrontation, 13th Moon, Pulpsmith, TriQuarterly, PsyCritic, Voice International Literary Supplement, and Ascent. “Escape is No Accident” appeared in The American Tricentennial, edited by Edward Bryant. Text copyright © 1989 by Carol Emshwiller. Cover illustration by Janice Perry. Back cover photo by Jamie Spracher. The glyphic illustrations by Carol Emshwiller for “There Is No God But Bog” and “Expecting Sunshine and Getting It” were redrawn by Kent Aldrich. Written with the help of a National Endowment for the Arts Grant, and a New York State Foundation for the Arts grant. The publisher thanks the following organizations whose support helped make this book possible: The National Endowment for the Arts, a federal agency; the Dayton Hudson Foundation; Cowles Media/Star Tribune; and United Arts. Coffee House Press books are distributed to trade by Consortium Book Sales and Distribution, 287 East 6th Street Street, Saint Paul, Minnesota 55101. Our books are also available through all major library distributors and jobbers, and through most small press distributors, including Bookpeople, Bookslinger, Inland, Pacific Pipeline, and Small Press Distribution. For personal orders, catalogs or other information, write to: COFFEE HOUSE PRESS",Verging on the pertinent : stories / by Carol Emshwiller.,"Coffee House Press ; Distributed by Consortium Book Sales and Distribution, 1989.","Emshwiller, Carol.",1989,mnu,1825026,20390924,"9,182,735,799,780,910,000,000",89023951,universityofcalifornia,google,https://catalog.hathitrust.org/Record/1825026,https://hdl.handle.net/2027/uc1.b4411736,,,,,,,,,
,,the Literature Program of the National Endowment for the Arts || the Arts Development Fund of United Arts || the Dayton Hudson Foundation for Daytons and Target stores || the First Bank Systems || the Jerome Foundation || the Metropolitan Regional Arts Council || the McKnight Foundation,6,"© Poems by Lewis Hyde
© Design and drawings by R.W. Scholes
All rights reserved.
Printed in the United States of America.
Published in 1988 by Milkweed Editions
P.O. Box 3226
Minneapolis, Minnesota 55403
ISBN 0-915943-29-8
Library of Congress Catalog Card Number: 87-63533
Publication of this book is made possible in part by grant support from the
Literature Program of the National Endowment for the Arts; the Arts
Development Fund of United Arts; the Dayton Hudson Foundation for
Daytons and Target stores; the First Bank Systems; the Jerome Foundation;
the Metropolitan Regional Arts Council with Special Assistance from the
McKnight Foundation; and by the contributions of generous individuals.
Acknowledgements:
Some of these poems have appeared in the following magazines: Aspect,
The American Poetry Review, Choomia, Dark Horse, El Dia (Mexico City),
Green House, The Lamp in the Spine, The Massachusetts Review, New Age
Journal, New Letters, The Paris Review, South Shore and The Threepenny
Review.
The author wishes to express his gratitude for support from the National
Endowment for the Arts and the Massachusetts Council on the Arts and
Humanities.
The paper used in this publication meets the minimum requirements of
American National Standard for Information Sciences — Permanence of
Paper for Printed Library Materials, ANSI 239.48-1984.",This error is the sign of love : poems / by Lewis Hyde.,"Milkweed Editions, 1988.","Hyde, Lewis, 1945-",1988,mnu,1298503,18472022,,87063533,universityofcalifornia,google,https://catalog.hathitrust.org/Record/1298503,https://hdl.handle.net/2027/uc1.b4975923,,,,,,,,,
,the First Bank Sy Foundation || the Arts Development Fund of the United Arts Council || the KcKnight Foundation,mdp.39015018939754,16,"with graphics by Bruce Childs 1990 ) NEW RIVERS PRESS 828 G5489 in Copyright © 1990 by Malcolm Glass Library of Congress Catalog Card Number: 89-62215 ISBN 0-89823-118-3 All rights reserved Edited by C. W. Truesdale Typesetting by Peregrine Publications Author photo by Becky Hall Design by Bruce Childs Some of these poems (often in somewhat different versions) have appeared in the following magaz journals or anthologies: Antenna, Arizona Quarterly, Chariton Review, Cincinnati Poetry Req Cumberland Poetry Review, High Plains Literary Review, Images, Kennesaw Review, Louisville Rer Michigan Quarterly Review, Milkweek Chronicle, New Collage, New Letters, Outerbridge, perma Pikestaff Forum, Plainsong, Poets On:, Publications of the Arkansas Philological Association, Rilke's Chile Riverstone, and Stone Country. Grateful acknowledgement is given to the editors of these publicat for permission to reprint these poems here. “To the River”is reprinted by permission of The Univ ty of Tennessee Press from Homewords: A Book of Tennessee Writers, édited by Douglas Paschall Alice Swanson. Copyright © 1986 by The University of Tennessee Press. In the Shadow of the Gourd has been produced with the aid of grant support from the First Bank Sy Foundation, from the Arts Development Fund of the United Arts Council (with partial support 1 the KcKnight Foundation), and from private, anonymous donations. New Rivers Press also w",In the shadow of the gourd : a collection of poems / Malcolm Glass ; with graphics by Bruce Childs.,"New Rivers Press ; Distributed by Talman Co., 1990.","Glass, Malcolm.",1990,mnu,2228787,22123132,"8,982,311,839,780,890,000,000",89062215,umich,google,https://catalog.hathitrust.org/Record/2228787,https://hdl.handle.net/2027/mdp.39015018939754,,,,,,,,,
