htid,access,rights,ht_bib_key,description,source,source_bib_num,oclc_num,isbn,issn,lccn,title,imprint,rights_reason_code,rights_timestamp,us_gov_doc_flag,rights_date_used,pub_place,lang,bib_fmt,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,author,catalog_url,handle_url,publisher,501c3,in_twin_cities,donor_list
mdp.39015033965487,0,ic,2969689,,MIU,990029696890106381,30701232,"157131203X,9781571312037",,94025402,Planning to stay : a collaborative project / by William R. Morrish ... [et al.].,"Milkweed Editions, 1994.",bib,2012-09-08 19:30:50,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/2969689,https://hdl.handle.net/2027/mdp.39015033965487,Milkweed Editions,True,True,"['mcknight foundation', 'star tribune foundation', 'target', 'target', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'james l. knight foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'musser fund', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper jaffray companies, inc.', 'piper family fund of the minneapolis foundation', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', 'unity avenue foundation', ""lila wallace reader's digest fund"", None]"
mdp.39015033979934,0,ic,2973089,,MIU,990029730890106381,31131541,"1571310037,9781571310033",,94034999,Somebody else's mama / David Haynes.,"Milkweed Editions, c1995.",bib,2012-09-08 19:30:50,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Haynes, David, 1955-",https://catalog.hathitrust.org/Record/2973089,https://hdl.handle.net/2027/mdp.39015033979934,Milkweed Editions,True,True,"[None, 'the creative arts', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'knight foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'musser fund', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper family fund of the minneapolis foundation', 'piper jaffray companies, inc.', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund""]"
mdp.39015034031495,0,ic,2977243,,MIU,990029772430106381,31170624,"1571310045,9781571310040",,94033644,Confidence of the heart / David Schweidel.,"Milkweed Editions, 1995.",bib,2008-05-24 09:30:07,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Schweidel, David.",https://catalog.hathitrust.org/Record/2977243,https://hdl.handle.net/2027/mdp.39015034031495,Milkweed Editions,True,True,"['target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'knight foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'musser fund', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper family fund of the minneapolis foundation', None, 'piper jaffray companies, inc.', 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', 'unity avenue foundation', None]"
mdp.39015034424187,0,ic,2997549,,MIU,990029975490106381,31328449,"1571312064,9781571312068",,94040312,Homestead / Annick Smith.,"Milkweed Editions ; Distributed by Publishers Group West, 1995.",bib,2009-06-11 23:30:14,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Smith, Annick, 1936-",https://catalog.hathitrust.org/Record/2997549,https://hdl.handle.net/2027/mdp.39015034424187,Milkweed Editions,True,True,"['stephen simpson/fpg international', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'knight foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'musser fund', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper family fund of the minneapolis foundation', 'piper jaffray companies, inc.', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', 'unity avenue foundation', ""lila wallace reader's digest fund"", None]"
mdp.39015034908031,0,ic,3011992,,MIU,990030119920106381,32392976,"1571310088,9781571310088",,95016349,The children Bob Moses led / William Heath.,"Milkweed Editions, 1995.",bib,2008-11-01 22:30:19,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Heath, William, 1942-",https://catalog.hathitrust.org/Record/3011992,https://hdl.handle.net/2027/mdp.39015034908031,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'knight foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper jaffray companies, inc.', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', ""lila wallace reader's digest fund"", None]"
mdp.39015034938046,0,ic,3016590,,MIU,990030165900106381,32394427,"1571310061,9781571310064",,95017162,Swimming in the Congo / Margaret Meyers.,"Milkweed Editions ; Distributed by Publishers Group West, 1995.",bib,2012-09-06 19:31:40,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Meyers, Margaret.",https://catalog.hathitrust.org/Record/3016590,https://hdl.handle.net/2027/mdp.39015034938046,Milkweed Editions,True,True,"['target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'knight foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'musser fund', 'national endowment for the arts', 'piper family fund of the minneapolis foundation', 'piper jaffray companies, inc.', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', 'unity avenue foundation', ""lila wallace reader's digest fund"", 'the congo / margaret meyers.']"
mdp.39015037468769,0,ic,3067122,,MIU,990030671220106381,33047083,"1571310096,9781571310095",,95038452,Live at five / David Haynes.,"Milkweed Editions, 1996.",bib,2012-06-06 19:30:55,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Haynes, David, 1955-",https://catalog.hathitrust.org/Record/3067122,https://hdl.handle.net/2027/mdp.39015037468769,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'knight foundation', 'mcknight foundation', 'andrew w. mellon foundation', None, 'minnesota state arts board', 'minnesota state legislature', 'musser fund', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper jaffray companies, inc.', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund"", None]"
mdp.39015037486878,0,ic,3071173,,MIU,990030711730106381,32167580,"1571314024,9781571314024",,95007560,"White flash, black rain : women of Japan relive the bomb / edited and translated by Lequita Vance-Watkins and Aratani Mariko.","Milkweed Editions ; Distributed by Publishers Group West, 1995.",bib,2012-06-04 10:29:15,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/3071173,https://hdl.handle.net/2027/mdp.39015037486878,Milkweed Editions,True,True,"['target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'knight foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'st. paul companies', 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund""]"
mdp.39015038026202,0,ic,3096333,,MIU,990030963330106381,34115434,"1571312056,9781571312051",,96000403,Changing the bully who rules the world : reading and thinking about ethics / [compiled by] Carol Bly.,"Milkweed Editions, 1996.",bib,2009-06-26 21:30:18,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/3096333,https://hdl.handle.net/2027/mdp.39015038026202,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', None, 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper jaffray companies, inc.', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund""]"
mdp.39015038116672,0,ic,3099501,,MIU,990030995010106381,33947518,"1571312099,9781571312099",,95051844,"The heart can be filled anywhere on earth : Minneota, Minnesota / Bill Holm.","Milkweed Editions, 1996.",bib,2012-11-09 19:30:13,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Holm, Bill, 1943-2009.",https://catalog.hathitrust.org/Record/3099501,https://hdl.handle.net/2027/mdp.39015038116672,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'knight foundation', 'mcknight foundation', None, 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'st. paul companies', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund""]"
mdp.39015038187939,0,ic,3112237,,MIU,990031122370106381,34633345,"1571312153,9781571312150",,96015052,Rescuing Little Roundhead / Syl Jones.,"Milkweed Editions : Distributed by Publishers Group West, 1996.",bib,2012-06-20 10:03:30,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Jones, Syl, 1951-",https://catalog.hathitrust.org/Record/3112237,https://hdl.handle.net/2027/mdp.39015038187939,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', None, 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund"", 'u.s. west foundation']"
mdp.39015038439561,0,ic,3036238,,MIU,990030362380106381,32589126,"1571312080,9781571312082",,95020061,The old bridge : the third Balkan War and the age of the refugee / Christopher Merrill.,"Milkweed Editions, 1995.",bib,2012-05-10 19:30:32,0,1995,mnu,eng,BK,MIU,umich,umich,google,google,"Merrill, Christopher.",https://catalog.hathitrust.org/Record/3036238,https://hdl.handle.net/2027/mdp.39015038439561,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'knight foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper jaffray companies, inc.', 'st. paul companies', 'star tribune foundation', 'surdna foundation', None, 'james r. thorpe foundation', ""lila wallace reader's digest fund""]"
mdp.39015038538651,0,ic,3115380,,MIU,990031153800106381,34705058,"1571310118,9781571310118",,96021666,The empress of one / Faith Sullivan.,"Milkweed Editions : Distributed by Publishers Group West, 1996.",bib,2012-06-17 19:30:14,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Sullivan, Faith.",https://catalog.hathitrust.org/Record/3115380,https://hdl.handle.net/2027/mdp.39015038538651,Milkweed Editions,True,True,"[None, 'bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', None, ""lila wallace reader's digest fund""]"
mdp.39015038912260,0,ic,3133523,,MIU,990031335230106381,34564805,"1571314032,9781571314031",,96015040,Invisible horses / Patricia Goedicke.,"Milkweed Editions ; Distibuted by Publishers Group West, 1996.",bib,2008-11-01 22:30:38,0,1996,mnu,eng,BK,MIU,umich,umich,google,google,"Goedicke, Patricia.",https://catalog.hathitrust.org/Record/3133523,https://hdl.handle.net/2027/mdp.39015038912260,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund"", None]"
mdp.39015040335781,0,ic,3965387,,MIU,990039653870106381,36675987,"157131217X,9781571312174",,"97010712,97010712 //r98","Shedding life : disease, politics, and other human conditions / Miroslav Holub ; translated by David Young ... [et al. ; poems translated by Rebekah Bloyd].","Milkweed Editions ; Distributed by Publishers Group West, 1997.",bib,2009-08-07 22:30:09,0,1997,mnu,eng,BK,MIU,umich,umich,google,google,"Holub, Miroslav, 1923-1998.",https://catalog.hathitrust.org/Record/3965387,https://hdl.handle.net/2027/mdp.39015040335781,Milkweed Editions,True,True,"[""mahler's ninth symphony (viking"", 'the arts conceded their civilising role to science?', 'cray research foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'creation and presentation programs of the national endowment for the arts', 'norwest foundation', 'norwest investment management and trust', 'piper jaffray companies, inc.', 'ritz foundation', 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation']"
mdp.39015040577473,0,ic,3947453,,MIU,990039474530106381,36528396,"1571310150,9781571310156",,"97010199,97010199 //r97",All American dream dolls / David Haynes.,"Milkweed Editions, 1997.",bib,2009-03-25 22:30:26,0,1997,mnu,eng,BK,MIU,umich,umich,google,google,"Haynes, David, 1955-",https://catalog.hathitrust.org/Record/3947453,https://hdl.handle.net/2027/mdp.39015040577473,Milkweed Editions,True,True,"['james ford bell foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund""]"
mdp.39015040577796,0,ic,3948056,,MIU,990039480560106381,36681689,"1571312188,9781571312181",,97011722,Many lights in many windows : twenty years of great fiction and poetry from the Writers Community / edited by Laurel Blossom.,"Milkweed Editions, c1997.",bib,2012-06-20 10:03:38,0,1997,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/3948056,https://hdl.handle.net/2027/mdp.39015040577796,Milkweed Editions,True,True,"[None, 'bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', None, 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', 'u.s. west foundation', ""lila wallace reader's digest fund"", None, ""the national writer's voice of the ymca of the usa in 1986.""]"
mdp.39015041074132,0,ic,3172515,,MIU,990031725150106381,36074376,"1571310134,9781571310132",,"96040156,96040156 //r97",The tree of red stars / Tessa Bridal.,"Milkweed Editions ; Distributed by Publishers Group West, 1997.",bib,2012-03-21 09:30:54,0,1997,mnu,eng,BK,MIU,umich,umich,google,google,"Bridal, Tessa, 1947-",https://catalog.hathitrust.org/Record/3172515,https://hdl.handle.net/2027/mdp.39015041074132,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', None, 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', 'u.s. west foundation', ""lila wallace reader's digest fund""]"
mdp.39015041109235,0,ic,3947470,,MIU,990039474700106381,36017114,"1571314067,9781571314062",,96046697,Eating bread and honey / Pattiann Rogers.,"Milkweed Editions, 1997.",bib,2008-06-02 09:30:11,0,1997,mnu,eng,BK,MIU,umich,umich,google,google,"Rogers, Pattiann, 1940-",https://catalog.hathitrust.org/Record/3947470,https://hdl.handle.net/2027/mdp.39015041109235,Milkweed Editions,True,True,"['james ford bell foundation', 'target', 'target', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund"", None]"
mdp.39015041358121,0,ic,3182774,,MIU,990031827740106381,35718703,"1571314059,9781571314055",,96047358,"Night out : poems about hotels, motels, restaurants, and bars / edited by Kurt Brown and Laure-Anne Bosselaar.","Milkweed Editions ; Distributed by Publishers Group West, 1997.",bib,2012-06-20 10:03:39,0,1997,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/3182774,https://hdl.handle.net/2027/mdp.39015041358121,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', None]"
mdp.39015042086648,0,ic,3437643,,MIU,990034376430106381,40734921,"1571310304,9781571310309",,99018182,Falling dark / Tim Tharp.,"Milkweed Editions : Distributed by Publishers Group West, 1999.",bib,2012-03-18 19:30:19,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Tharp, Tim, 1957-",https://catalog.hathitrust.org/Record/3437643,https://hdl.handle.net/2027/mdp.39015042086648,Milkweed Editions,True,True,"['star tribune foundation', 'james ford bell foundation', 'bush foundation', 'target', 'target', 'general mills foundation', 'honeywell foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'oswald family foundation', 'ritz foundation', 'st. paul companies', 'star tribune foundation', 'u.s. bancorp piper jaffray foundation']"
mdp.39015043040115,0,ic,4038479,,MIU,990040384790106381,40354778,"1571312242,1571312277,9781571312242,9781571312273",,98050947,Brown dog of the Yaak : essays on art and activism / Rick Bass.,"Milkweed Editions, 1999.",bib,2012-03-21 09:30:55,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Bass, Rick, 1958-",https://catalog.hathitrust.org/Record/4038479,https://hdl.handle.net/2027/mdp.39015043040115,Milkweed Editions,True,True,"['national endowment for the arts', 'james ford bell foundation', 'target', 'target', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'u.s. bancorp piper jaffray foundation']"
mdp.39015043788952,0,ic,4028918,,MIU,990040289180106381,40331057,"1571314091,9781571314093",,98032217,"Outsiders : poems about rebels, exiles, and renegades / edited by Laure-Anne Bosselaar.","Milkweed Editions, 1999.",bib,2012-06-20 10:03:42,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/4028918,https://hdl.handle.net/2027/mdp.39015043788952,Milkweed Editions,True,True,[]
mdp.39015043792970,0,ic,4033283,,MIU,990040332830106381,40543806,"1571312234,9781571312235",,98055433,The necessity of empty places / Paul Gruchow.,"Milkweed Editions, 1999.",bib,2011-08-24 19:30:50,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Gruchow, Paul.",https://catalog.hathitrust.org/Record/4033283,https://hdl.handle.net/2027/mdp.39015043792970,Milkweed Editions,True,True,"['the flight of cranes', 'james ford bell foundation', 'cray research foundation', 'target', 'target', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'creation and presentation programs of the national endowment for the arts', 'national endowment for the arts', 'norwest foundation', 'norwest foundation', 'oswald family foundation', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation']"
mdp.39015045657700,0,ic,3985627,,MIU,990039856270106381,38924173,"1571314075,9781571314079",,98019340,Verse & universe : poems about science and mathematics / edited by Kurt Brown.,"Milkweed Editions ; Distributed by Publishers Group West, c1998.",bib,2012-03-21 19:30:12,0,1998,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/3985627,https://hdl.handle.net/2027/mdp.39015045657700,Milkweed Editions,True,True,"['the journey home (new york', 'james ford bell foundation', 'target', 'target', 'dorsey and whitney foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', 'norwest foundation', 'norwest investment management and trust', 'oswald family foundation', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation']"
mdp.39015046479781,0,ic,4024507,,MIU,990040245070106381,39217060,"1571310223,9781571310224",,"98021805,98021805 //r98",The promised land / Ruhama Veltfort.,"Milkweed Editions : Distributed by Publishers Group West, 1998.",bib,2012-06-18 19:30:21,0,1998,mnu,eng,BK,MIU,umich,umich,google,google,"Veltfort, Ruhama, 1944-",https://catalog.hathitrust.org/Record/4024507,https://hdl.handle.net/2027/mdp.39015046479781,Milkweed Editions,True,True,"['ford bell foundation', 'bush foundation', 'target', 'target', 'doherty, rumble and butler foundation', 'dorsey and whitney foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'creation and presentation programs of the national endowment for the arts', 'norwest foundation', 'norwest investment management and trust', 'oswald family foundation', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'james r. thorpe foundation', 'the pacificfiction.']"
mdp.39015046483619,0,ic,4028902,,MIU,990040289020106381,40311550,"1571310274,9781571310279",,98050092,Seasons of sun & rain / Marjorie Dorner.,"Milkweed Editions ; Distributed by Publishers Group West, 1999.",bib,2008-11-01 21:30:27,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Dorner, Marjorie.",https://catalog.hathitrust.org/Record/4028902,https://hdl.handle.net/2027/mdp.39015046483619,Milkweed Editions,True,True,"['james ford bell foundation', 'bush foundation', 'target', 'target', 'honeywell foundation', 'hubbard foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'creation and presentation programs of the national endowment for the arts', 'norwest foundation', 'oswald family foundation', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation']"
mdp.39015047066215,0,ic,3978827,,MIU,990039788270106381,37862719,"1571310193,9781571310194",,97043264,Tivolem / Victor Rangel-Ribeiro ; [maps by Victor Rangel-Ribeiro].,"Milkweed Editions ; Distributed by Publishers Group West, 1998.",bib,2012-03-18 19:30:19,0,1998,mnu,eng,BK,MIU,umich,umich,google,google,"Rangel-Ribeiro, Victor.",https://catalog.hathitrust.org/Record/3978827,https://hdl.handle.net/2027/mdp.39015047066215,Milkweed Editions,True,True,"['star tribune foundation', 'james ford bell foundation', 'cray research foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'creation and presentation programs of the national endowment for the arts', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund"", None]"
mdp.39015047110849,0,ic,3980211,,MIU,990039802110106381,37870617,"1571310185,9781571310187",,"97039050,97039050 //r98",Thirst / Ken Kalfus.,"Milkweed Editions ; Distributed by Publishers Group West, c1998.",bib,2008-06-03 09:30:22,0,1998,mnu,eng,BK,MIU,umich,umich,google,google,"Kalfus, Ken.",https://catalog.hathitrust.org/Record/3980211,https://hdl.handle.net/2027/mdp.39015047110849,Milkweed Editions,True,True,"['ford bell foundation', 'target', 'target', 'honeywell foundation', 'hubbard foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', 'norwest foundation', 'oswald family foundation', 'st. paul companies', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation']"
mdp.39015047117315,0,ic,3997383,,MIU,990039973830106381,39223576,"1571310215,9781571310217",,98021809,Trip sheets / Ellen Hawley.,"Milkweed Editions ; Distributed by Publishers Group West, 1998.",bib,2008-11-01 23:30:10,0,1998,mnu,eng,BK,MIU,umich,umich,google,google,"Hawley, Ellen.",https://catalog.hathitrust.org/Record/3997383,https://hdl.handle.net/2027/mdp.39015047117315,Milkweed Editions,True,True,"['target', 'target', 'doherty, rumble and butler foundation', 'dorsey and whitney foundation', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'hubbard foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'challenge and literature programs of the national endowment for the arts', 'national endowment for the arts', 'oswald family foundation', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation']"
mdp.39015047450401,0,ic,4041626,,MIU,990040416260106381,40423126,"1571312269,9781571312266",,98049802,The book of the Tongass / edited by Carolyn Servid and Donald Snow.,"Milkweed Editions ; Distributed by Publishers Group West, 1999.",bib,2009-01-28 21:30:08,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/4041626,https://hdl.handle.net/2027/mdp.39015047450401,Milkweed Editions,True,True,['gerry ellis/enpimages back']
mdp.39015047465474,0,ic,4232388,,MIU,990042323880106381,46872328,"1571312625,9781571312624",,2001032689,Wild earth : wild ideas for a world out of balance / edited by Tom Butler.,"Milkweed Editions, 2002.",bib,2009-08-24 22:30:26,0,2002,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/4232388,https://hdl.handle.net/2027/mdp.39015047465474,Milkweed Editions,True,True,"['j. m. kaplan fund', 'bush foundation', 'faegre and benson foundation', 'general mills foundation', ""marshall field's project imagine with support from the target foundation"", 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'wells fargo foundation minnesota', 'national endowment for the arts', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'target', 'u.s. bancorp piper jaffray foundation', None]"
mdp.39015047581627,0,ic,4061584,,MIU,990040615840106381,41326671,"1571312315,1571312323,9781571312310,9781571312327",,99028751,Taking care : thoughts on storytelling and belief / William Kittredge.,"Milkweed Editions ; Distributed by Publishers Group West, 1999.",bib,2012-09-08 19:30:57,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Kittredge, William.",https://catalog.hathitrust.org/Record/4061584,https://hdl.handle.net/2027/mdp.39015047581627,Milkweed Editions,True,True,"['james ford bell foundation', 'bush foundation', 'target', 'target', 'general mills foundation', 'honeywell foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'ritz foundation', 'st. paul companies', 'star tribune foundation', 'u.s. bancorp piper jaffray foundation']"
